1,0.01,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.01,2,74.834,0.012153,75.1,0.049805,73.502,0,73.896,0.040829
1,0.01,3,76.165,0.014864,75.904,0.0034462,76.032,0,75.502,0.0083722
1,0.02,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.02,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.02,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.03,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.03,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.03,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.04,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.04,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.04,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.05,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.05,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.05,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.06,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.06,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.06,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.07,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.07,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.07,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.08,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.08,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.08,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.09,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.09,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.09,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.1,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.1,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
1,0.1,3,76.165,0.014864,75.904,0.0034462,76.165,0.014864,75.904,0.0034462
1,0.11,1,71.904,-0.0037366,73.494,0.035903,71.904,-0.0037366,73.494,0.035903
1,0.11,2,74.834,0.012153,75.1,0.049805,74.834,0.012153,75.1,0.049805
