approach,data,sample,fair type,fair bound,nrow,calibration_mode,depth,lambda,time limit,status,obj val,train acc,gap,node count,solving time,test acc,cal acc,sp train data,sp train pred,sp test data,sp test pred,sp cal data,sp cal pred,csp train data,csp train pred,csp test data,csp test pred,csp cal data,csp cal pred,pe train pred,pe test pred,pe cal pred,EOpp train pred,EOpp test pred,EOpp cal pred, EOdds train pred,EOdds test pred,EOdds cal pred
FlowOCT,german_train_calibration_1.csv,1,None,1,501,1,2,0,10800,2,369,0.736526946,0,129504,2393.734877,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.01,501,1,2,0,10800,2,364,0.726546906,0,193344,5206.012543,0.730923695,0.716,0.145061728,0.001234568,0.142107518,0.038016706,0.165222772,0.007219472,0.20678733,0.261904762,0.444444444,0.34469697,0.375,0.5,0.027272727,0.082296651,0.1004329,0.033656174,0.06031031,0.029478458,0.033656174,0.082296651,0.1004329
FlowOCT,german_train_calibration_1.csv,1,SP,0.02,501,1,2,0,10800,2,366,0.730538922,0,140005,3829.056795,0.722891566,0.7,0.145061728,0.019830247,0.142107518,0.010173485,0.165222772,0.036922442,0.20678733,0.222222222,0.444444444,0.888888889,0.375,0.25,0.113636364,0.010526316,0.00952381,0.00405569,0.023773774,0.036281179,0.113636364,0.023773774,0.036281179
FlowOCT,german_train_calibration_1.csv,1,SP,0.03,501,1,2,0,10800,2,366,0.730538922,0,70098,3424.476981,0.714859438,0.712,0.145061728,0.021990741,0.142107518,0.03737417,0.165222772,0.079207921,0.20678733,0.111111111,0.444444444,0.111111111,0.375,1,0.056818182,0.074641148,0.181818182,0.033898305,0.033783784,0.040816327,0.056818182,0.074641148,0.181818182
FlowOCT,german_train_calibration_1.csv,1,SP,0.04,501,1,2,0,10800,2,369,0.736526946,0,38500,1948.400219,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.05,501,1,2,0,10800,2,369,0.736526946,0,61644,4582.035585,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.06,501,1,2,0,10800,2,369,0.736526946,0,55906,2459.211898,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.07,501,1,2,0,10800,2,369,0.736526946,0,48349,2718.770878,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.08,501,1,2,0,10800,2,369,0.736526946,0,47718,2204.774424,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.09,501,1,2,0,10800,2,369,0.736526946,0,42650,2539.56601,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.11,501,1,2,0,10800,2,369,0.736526946,0,82351,2130.114232,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.12,501,1,2,0,10800,2,369,0.736526946,0,47870,2212.241382,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.13,501,1,2,0,10800,2,369,0.736526946,0,47923,2542.002684,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.14,501,1,2,0,10800,2,369,0.736526946,0,88330,2063.007444,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.15,501,1,2,0,10800,2,369,0.736526946,0,95798,2614.621981,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.16,501,1,2,0,10800,2,369,0.736526946,0,94490,2035.891131,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.17,501,1,2,0,10800,2,369,0.736526946,0,97819,3208.920797,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.18,501,1,2,0,10800,2,369,0.736526946,0,95755,2051.18348,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.19,501,1,2,0,10800,2,369,0.736526946,0,101505,2804.460663,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.1,501,1,2,0,10800,2,369,0.736526946,0,59329,2512.72279,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.21,501,1,2,0,10800,2,369,0.736526946,0,131090,2769.183846,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.22,501,1,2,0,10800,2,369,0.736526946,0,140486,3060.258309,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.23,501,1,2,0,10800,2,369,0.736526946,0,86350,2378.566251,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.24,501,1,2,0,10800,2,369,0.736526946,0,76011,2515.164759,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
FlowOCT,german_train_calibration_1.csv,1,SP,0.25,501,1,2,0,10800,2,369,0.736526946,0,108139,2275.973011,0.742971888,0.712,0.145061728,0.035802469,0.142107518,0.040051403,0.165222772,0.081683168,0.20678733,0.277777778,0.444444444,0.555555556,0.375,0.5,0.186363636,0.128229665,0.006060606,0.00811138,0.077827828,0.076341648,0.186363636,0.128229665,0.076341648
FlowOCT,german_train_calibration_1.csv,1,SP,0.26,501,1,2,0,10800,2,369,0.736526946,0,88838,2287.70941,0.714859438,0.708,0.145061728,0.046141975,0.142107518,0.020025701,0.165222772,0.062293729,0.20678733,0.19047619,0.444444444,0.888888889,0.375,0.25,0.172727273,0.046889952,0.170562771,0.011743341,0.023773774,0.024187453,0.172727273,0.046889952,0.170562771
