approach,data,fair type,fair bound,nrow,depth,lambda,time limit,status,obj val,train acc,gap,node count,solving time,test acc,cal acc,sample,sp train data,sp train pred,sp test data,sp test pred,sp cal data,sp cal pred
FlowOCT,compas_enc.csv,None,0,3101,2,0,2100,2,-19442,0.730409545,0,1616,195.4923129,0.725858717,0.72447644,2,0.688888889,0.452140078,0.403949618,0.462931061,0.526595745,0.437491017
FlowOCT,compas_enc.csv,SP,0.01,3101,2,0,2100,9,-19973,0.55917446,4.651279227,298,2104.472098,0.552819183,0.571335079,2,0.688888889,0.008338679,0.403949618,0.012658228,0.526595745,0.00618047
FlowOCT,compas_enc.csv,SP,0.05,3101,2,0,2100,9,-19916,0.577555627,4.679654549,457,2103.880235,0.583279326,0.594240838,2,0.688888889,0.042976267,0.403949618,0.057001239,0.526595745,0.04697157
FlowOCT,compas_enc.csv,SP,0.1,3101,2,0,2100,9,-19814,0.610448243,4.582618351,308,2104.297792,0.587167855,0.62565445,2,0.688888889,0.088888889,0.403949618,0.2,0.526595745,0.180232558
FlowOCT,compas_enc.csv,SP,0.2,3101,2,0,2100,9,-19753,0.630119316,5.067584671,251,2104.254198,0.638366818,0.633507853,2,0.688888889,0.087080335,0.403949618,0.5,0.526595745,0.145871855
FlowOCT,compas_enc.csv,SP,0.3,3101,2,0,2100,9,-19449,0.728152209,4.087613759,526,2104.912861,0.732987686,0.727748691,2,0.688888889,0.28040293,0.403949618,0.38488228,0.526595745,0.277174342
