approach,data,sample,fair type,fair bound,nrow,calibration_mode,depth,lambda,time limit,status,obj val,train acc,gap,node count,solving time,test acc,cal acc,sp train data,sp train pred,sp test data,sp test pred,sp cal data,sp cal pred
FlowOCT,compas_train_calibration_1.csv,1,SP,0.25,3086,1,2,0,10800,2,2062,0.668178872,0,2675,1987.846059,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.26,3086,1,2,0,10800,2,2062,0.668178872,0,3713,2655.151739,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.27,3086,1,2,0,10800,2,2062,0.668178872,0,3476,1777.779438,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.28,3086,1,2,0,10800,2,2062,0.668178872,0,2991,1642.588465,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.29,3086,1,2,0,10800,2,2062,0.668178872,0,3137,1339.698947,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.2,3086,1,2,0,10800,2,2062,0.668178872,0,2677,1787.905926,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.31,3086,1,2,0,10800,2,2062,0.668178872,0,2946,1252.163664,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.32,3086,1,2,0,10800,2,2062,0.668178872,0,2867,1512.618477,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.33,3086,1,2,0,10800,2,2062,0.668178872,0,2843,1865.447399,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.34,3086,1,2,0,10800,2,2062,0.668178872,0,3390,1750.065873,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.35,3086,1,2,0,10800,2,2062,0.668178872,0,3257,2139.715852,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.36,3086,1,2,0,10800,2,2062,0.668178872,0,2730,1488.440646,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.37,3086,1,2,0,10800,2,2062,0.668178872,0,3441,2792.776952,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.38,3086,1,2,0,10800,2,2062,0.668178872,0,3104,1411.453517,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.39,3086,1,2,0,10800,2,2062,0.668178872,0,3502,1587.661939,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.3,3086,1,2,0,10800,2,2062,0.668178872,0,3603,2027.321829,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.41,3086,1,2,0,10800,2,2062,0.668178872,0,3434,2210.998709,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.42,3086,1,2,0,10800,2,2062,0.668178872,0,3480,2291.979995,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.43,3086,1,2,0,10800,2,2062,0.668178872,0,3025,1624.228142,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.44,3086,1,2,0,10800,2,2062,0.668178872,0,2671,1379.791902,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.45,3086,1,2,0,10800,2,2062,0.668178872,0,3178,2866.197705,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.46,3086,1,2,0,10800,2,2062,0.668178872,0,3347,2036.690573,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.47,3086,1,2,0,10800,2,2062,0.668178872,0,3432,1985.001796,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.48,3086,1,2,0,10800,2,2062,0.668178872,0,2769,1177.562824,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.49,3086,1,2,0,10800,2,2062,0.668178872,0,3561,1524.960361,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
FlowOCT,compas_train_calibration_1.csv,1,SP,0.4,3086,1,2,0,10800,2,2062,0.668178872,0,3392,2157.554806,0.679636835,0.674870466,0.098347426,0.163031815,0.095327996,0.168731563,0.097800391,0.168507293
