dataset,split,method,seed,classifier,metric,test_acc,test_disp,train_acc,train_disp,hyp,time
german_binary,1,correlation_remover,1,DT,DP,0.656,0.17922649617440511,1.0,0.1374638541030634,0.2222222222222222,0.013785839080810547
german_binary,1,correlation_remover,1,DT,DP,0.656,0.17922649617440511,1.0,0.1374638541030634,0.3333333333333333,0.013793230056762695
german_binary,1,correlation_remover,1,DT,DP,0.66,0.17430038780002088,1.0,0.1374638541030634,0.4444444444444444,0.013758420944213867
german_binary,1,correlation_remover,1,DT,DP,0.66,0.17430038780002088,1.0,0.1374638541030634,0.5555555555555556,0.013594627380371094
german_binary,1,correlation_remover,1,DT,DP,0.656,0.17922649617440511,1.0,0.1374638541030634,0.6666666666666666,0.013381242752075195
german_binary,1,correlation_remover,1,DT,DP,0.656,0.17922649617440511,1.0,0.1374638541030634,0.7777777777777777,0.01361083984375
german_binary,1,correlation_remover,1,DT,DP,0.656,0.17922649617440511,1.0,0.1374638541030634,0.8888888888888888,0.013659477233886719
german_binary,1,correlation_remover,1,DT,DP,0.652,0.18415260454878934,1.0,0.1374638541030634,1.0,0.013645410537719727
german_binary,1,correlation_remover,1,DT,TPR,0.696,0.04256410256410259,0.9986666666666667,0.011904761904761862,0.0,0.014876604080200195
german_binary,1,correlation_remover,1,DT,TPR,0.66,0.13282051282051277,1.0,0.0,0.1111111111111111,0.015327692031860352
german_binary,1,correlation_remover,1,DT,TPR,0.656,0.13282051282051277,1.0,0.0,0.2222222222222222,0.015389204025268555
german_binary,1,correlation_remover,1,DT,TPR,0.656,0.13282051282051277,1.0,0.0,0.3333333333333333,0.015238523483276367
german_binary,1,correlation_remover,1,DT,TPR,0.66,0.13282051282051277,1.0,0.0,0.4444444444444444,0.01532888412475586
german_binary,1,correlation_remover,1,DT,TPR,0.66,0.13282051282051277,1.0,0.0,0.5555555555555556,0.015289068222045898
german_binary,1,correlation_remover,1,DT,TPR,0.656,0.13282051282051277,1.0,0.0,0.6666666666666666,0.015301704406738281
german_binary,1,correlation_remover,1,DT,TPR,0.656,0.13282051282051277,1.0,0.0,0.7777777777777777,0.015208959579467773
german_binary,1,correlation_remover,1,DT,TPR,0.656,0.13282051282051277,1.0,0.0,0.8888888888888888,0.01511240005493164
german_binary,1,correlation_remover,1,DT,TPR,0.652,0.13282051282051277,1.0,0.0,1.0,0.015006780624389648
german_binary,1,correlation_remover,1,DT,FPR,0.696,0.07097933513027854,0.9986666666666667,0.0,0.0,0.014488935470581055
german_binary,1,correlation_remover,1,DT,FPR,0.66,0.16531895777178796,1.0,0.0,0.1111111111111111,0.014946222305297852
german_binary,1,correlation_remover,1,DT,FPR,0.656,0.18418688230008984,1.0,0.0,0.2222222222222222,0.015016794204711914
german_binary,1,correlation_remover,1,DT,FPR,0.656,0.18418688230008984,1.0,0.0,0.3333333333333333,0.015009164810180664
german_binary,1,correlation_remover,1,DT,FPR,0.66,0.16531895777178796,1.0,0.0,0.4444444444444444,0.015051126480102539
german_binary,1,correlation_remover,1,DT,FPR,0.66,0.16531895777178796,1.0,0.0,0.5555555555555556,0.015033721923828125
german_binary,1,correlation_remover,1,DT,FPR,0.656,0.18418688230008984,1.0,0.0,0.6666666666666666,0.015022516250610352
german_binary,1,correlation_remover,1,DT,FPR,0.656,0.18418688230008984,1.0,0.0,0.7777777777777777,0.015100955963134766
german_binary,1,correlation_remover,1,DT,FPR,0.656,0.18418688230008984,1.0,0.0,0.8888888888888888,0.014973878860473633
german_binary,1,correlation_remover,1,DT,FPR,0.652,0.20305480682839172,1.0,0.0,1.0,0.014969587326049805
german_binary,1,correlation_remover,1,DT,EO,0.696,0.07097933513027854,0.9986666666666667,0.011904761904761862,0.0,0.017117977142333984
german_binary,1,correlation_remover,1,DT,EO,0.66,0.16531895777178796,1.0,0.0,0.1111111111111111,0.01746845245361328
german_binary,1,correlation_remover,1,DT,EO,0.656,0.18418688230008984,1.0,0.0,0.2222222222222222,0.01749110221862793
german_binary,1,correlation_remover,1,DT,EO,0.656,0.18418688230008984,1.0,0.0,0.3333333333333333,0.01746964454650879
german_binary,1,correlation_remover,1,DT,EO,0.66,0.16531895777178796,1.0,0.0,0.4444444444444444,0.017489910125732422
german_binary,1,correlation_remover,1,DT,EO,0.66,0.16531895777178796,1.0,0.0,0.5555555555555556,0.01755046844482422
german_binary,1,correlation_remover,1,DT,EO,0.656,0.18418688230008984,1.0,0.0,0.6666666666666666,0.017667531967163086
german_binary,1,correlation_remover,1,DT,EO,0.656,0.18418688230008984,1.0,0.0,0.7777777777777777,0.0177154541015625
german_binary,1,correlation_remover,1,DT,EO,0.656,0.18418688230008984,1.0,0.0,0.8888888888888888,0.017613649368286133
german_binary,1,correlation_remover,1,DT,EO,0.652,0.20305480682839172,1.0,0.0,1.0,0.01747894287109375
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.812,0.03637054872639711,0.0,0.04172992706298828
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.8133333333333334,0.03267243464937042,0.1111111111111111,0.04012608528137207
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.8106666666666666,0.024031981198373242,0.2222222222222222,0.0403141975402832
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.8066666666666666,0.01374408128938609,0.3333333333333333,0.040148258209228516
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.808,0.001889379154617954,0.4444444444444444,0.040552377700805664
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.8066666666666666,0.00024193269662786676,0.5555555555555556,0.0406496524810791
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.8066666666666666,0.003536825612608152,0.6666666666666666,0.04102635383605957
german_binary,1,correlation_remover,1,SVM,DP,0.74,0.007651189602767006,0.804,0.01752283959862222,0.7777777777777777,0.04104018211364746
german_binary,1,correlation_remover,1,SVM,DP,0.744,0.013625406141913876,0.8026666666666666,0.03315630004262626,0.8888888888888888,0.04112696647644043
german_binary,1,correlation_remover,1,SVM,DP,0.744,0.013625406141913876,0.8026666666666666,0.04179675349362333,1.0,0.04104423522949219
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.812,0.004112554112554068,0.0,0.04197192192077637
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.8133333333333334,0.013744588744588726,0.1111111111111111,0.04152870178222656
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.8106666666666666,0.01601731601731593,0.2222222222222222,0.04194021224975586
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.8066666666666666,0.02056277056277056,0.3333333333333333,0.0419764518737793
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.808,0.032467532467532534,0.4444444444444444,0.04209303855895996
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.8066666666666666,0.032467532467532534,0.5555555555555556,0.04235959053039551
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.8066666666666666,0.03474025974025974,0.6666666666666666,0.043030500411987305
german_binary,1,correlation_remover,1,SVM,TPR,0.74,0.0738461538461539,0.804,0.03474025974025974,0.7777777777777777,0.042458295822143555
german_binary,1,correlation_remover,1,SVM,TPR,0.744,0.03538461538461546,0.8026666666666666,0.03474025974025974,0.8888888888888888,0.04248666763305664
german_binary,1,correlation_remover,1,SVM,TPR,0.744,0.03538461538461546,0.8026666666666666,0.03474025974025974,1.0,0.04263138771057129
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.812,0.0643458845021821,0.0,0.04168558120727539
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.8133333333333334,0.058357860550086293,0.1111111111111111,0.04166769981384277
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.8106666666666666,0.07530701309245913,0.2222222222222222,0.0422053337097168
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.8066666666666666,0.09225616563483197,0.3333333333333333,0.04212474822998047
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.808,0.11519334212930071,0.4444444444444444,0.042558908462524414
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.8066666666666666,0.10920531817720491,0.5555555555555556,0.042545318603515625
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.8066666666666666,0.11519334212930071,0.6666666666666666,0.04227018356323242
german_binary,1,correlation_remover,1,SVM,FPR,0.74,0.20575022461814918,0.804,0.1490916472140465,0.7777777777777777,0.04231071472167969
german_binary,1,correlation_remover,1,SVM,FPR,0.744,0.20575022461814918,0.8026666666666666,0.18897797625088802,0.8888888888888888,0.042257070541381836
german_binary,1,correlation_remover,1,SVM,FPR,0.744,0.20575022461814918,0.8026666666666666,0.21191515274535677,1.0,0.04215598106384277
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.812,0.0643458845021821,0.0,0.04451394081115723
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.8133333333333334,0.058357860550086293,0.1111111111111111,0.04489874839782715
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.8106666666666666,0.07530701309245913,0.2222222222222222,0.04543805122375488
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.8066666666666666,0.09225616563483197,0.3333333333333333,0.04549217224121094
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.808,0.11519334212930071,0.4444444444444444,0.045630693435668945
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.8066666666666666,0.10920531817720491,0.5555555555555556,0.0455012321472168
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.8066666666666666,0.11519334212930071,0.6666666666666666,0.045282840728759766
german_binary,1,correlation_remover,1,SVM,EO,0.74,0.20575022461814918,0.804,0.1490916472140465,0.7777777777777777,0.0453338623046875
german_binary,1,correlation_remover,1,SVM,EO,0.744,0.20575022461814918,0.8026666666666666,0.18897797625088802,0.8888888888888888,0.04575848579406738
german_binary,1,correlation_remover,1,SVM,EO,0.744,0.20575022461814918,0.8026666666666666,0.21191515274535677,1.0,0.04539823532104492
german_binary,1,correlation_remover,1,MLP,DP,0.756,0.05334870558641658,0.828,0.03139364753862284,0.0,1.0007033348083496
german_binary,1,correlation_remover,1,MLP,DP,0.752,0.05827481396080081,0.824,0.007119733643621617,0.1111111111111111,0.8374173641204834
german_binary,1,correlation_remover,1,MLP,DP,0.752,0.05827481396080081,0.824,0.00686628034239245,0.2222222222222222,0.7993090152740479
german_binary,1,correlation_remover,1,MLP,DP,0.744,0.04192432659050416,0.8186666666666667,0.010161173258372624,0.3333333333333333,0.8213493824005127
german_binary,1,correlation_remover,1,MLP,DP,0.744,0.015721622471439045,0.82,0.023743966083340062,0.4444444444444444,0.7777979373931885
german_binary,1,correlation_remover,1,MLP,DP,0.752,0.010481081647625956,0.82,0.034435087153373845,0.5555555555555556,0.7491869926452637
german_binary,1,correlation_remover,1,MLP,DP,0.752,0.010481081647625956,0.8186666666666667,0.03813320123040054,0.6666666666666666,0.7977185249328613
german_binary,1,correlation_remover,1,MLP,DP,0.748,0.005554973273241726,0.816,0.05665833342933835,0.7777777777777777,0.822160005569458
german_binary,1,correlation_remover,1,MLP,DP,0.744,0.025573839220207506,0.8226666666666667,0.0648955657192889,0.8888888888888888,0.7797904014587402
german_binary,1,correlation_remover,1,MLP,DP,0.752,0.015721622471439045,0.8266666666666667,0.06200389396435535,1.0,0.7428286075592041
german_binary,1,correlation_remover,1,MLP,TPR,0.756,0.13743589743589735,0.828,0.031926406926406914,0.0,0.5370388031005859
german_binary,1,correlation_remover,1,MLP,TPR,0.752,0.13743589743589735,0.824,0.03419913419913412,0.1111111111111111,0.7605137825012207
german_binary,1,correlation_remover,1,MLP,TPR,0.752,0.13743589743589735,0.824,0.04610389610389609,0.2222222222222222,0.8333182334899902
german_binary,1,correlation_remover,1,MLP,TPR,0.744,0.13743589743589735,0.8186666666666667,0.03874458874458864,0.3333333333333333,0.7816691398620605
german_binary,1,correlation_remover,1,MLP,TPR,0.744,0.13743589743589735,0.82,0.05519480519480524,0.4444444444444444,0.7959556579589844
german_binary,1,correlation_remover,1,MLP,TPR,0.752,0.09897435897435891,0.82,0.05064935064935061,0.5555555555555556,0.8214547634124756
german_binary,1,correlation_remover,1,MLP,TPR,0.752,0.09897435897435891,0.8186666666666667,0.04837662337662341,0.6666666666666666,0.8074777126312256
german_binary,1,correlation_remover,1,MLP,TPR,0.748,0.09897435897435891,0.816,0.057467532467532445,0.7777777777777777,0.8067386150360107
german_binary,1,correlation_remover,1,MLP,TPR,0.744,0.09897435897435891,0.8226666666666667,0.057467532467532445,0.8888888888888888,0.804835319519043
german_binary,1,correlation_remover,1,MLP,TPR,0.752,0.09897435897435891,0.8266666666666667,0.06028138528138527,1.0,0.8078076839447021
german_binary,1,correlation_remover,1,MLP,FPR,0.756,0.22371967654986524,0.828,0.05744443316756315,0.0,0.8394203186035156
german_binary,1,correlation_remover,1,MLP,FPR,0.752,0.20485175202156336,0.824,0.11427991474677768,0.1111111111111111,0.814424991607666
german_binary,1,correlation_remover,1,MLP,FPR,0.752,0.20485175202156336,0.824,0.13122906728915051,0.2222222222222222,0.8108518123626709
german_binary,1,correlation_remover,1,MLP,FPR,0.744,0.23360287511230904,0.8186666666666667,0.14817821983152346,0.3333333333333333,0.8318758010864258
german_binary,1,correlation_remover,1,MLP,FPR,0.744,0.3000898472596586,0.82,0.16015426773571506,0.4444444444444444,0.805342435836792
german_binary,1,correlation_remover,1,MLP,FPR,0.752,0.3189577717879605,0.82,0.19405257282046073,0.5555555555555556,0.8318173885345459
german_binary,1,correlation_remover,1,MLP,FPR,0.752,0.3189577717879605,0.8186666666666667,0.20501370141073788,0.6666666666666666,0.811701774597168
german_binary,1,correlation_remover,1,MLP,FPR,0.748,0.3000898472596586,0.816,0.23992692580939812,0.7777777777777777,0.7444770336151123
german_binary,1,correlation_remover,1,MLP,FPR,0.744,0.21473495058400716,0.8226666666666667,0.2698670455698772,0.8888888888888888,0.7917637825012207
german_binary,1,correlation_remover,1,MLP,FPR,0.752,0.2524707996406109,0.8266666666666667,0.2578909976656856,1.0,0.6968984603881836
german_binary,1,correlation_remover,1,MLP,EO,0.756,0.22371967654986524,0.828,0.05744443316756315,0.0,0.7373003959655762
german_binary,1,correlation_remover,1,MLP,EO,0.752,0.20485175202156336,0.824,0.11427991474677768,0.1111111111111111,0.8031482696533203
german_binary,1,correlation_remover,1,MLP,EO,0.752,0.20485175202156336,0.824,0.13122906728915051,0.2222222222222222,0.7743020057678223
german_binary,1,correlation_remover,1,MLP,EO,0.744,0.23360287511230904,0.8186666666666667,0.14817821983152346,0.3333333333333333,0.8094098567962646
german_binary,1,correlation_remover,1,MLP,EO,0.744,0.3000898472596586,0.82,0.16015426773571506,0.4444444444444444,0.7787926197052002
german_binary,1,correlation_remover,1,MLP,EO,0.752,0.3189577717879605,0.82,0.19405257282046073,0.5555555555555556,0.7725152969360352
german_binary,1,correlation_remover,1,MLP,EO,0.752,0.3189577717879605,0.8186666666666667,0.20501370141073788,0.6666666666666666,0.7670388221740723
german_binary,1,correlation_remover,1,MLP,EO,0.748,0.3000898472596586,0.816,0.23992692580939812,0.7777777777777777,0.6291441917419434
german_binary,1,correlation_remover,1,MLP,EO,0.744,0.21473495058400716,0.8226666666666667,0.2698670455698772,0.8888888888888888,0.6689748764038086
german_binary,1,correlation_remover,1,MLP,EO,0.752,0.2524707996406109,0.8266666666666667,0.2578909976656856,1.0,0.803105354309082
german_binary,1,correlation_remover,1,KNN,DP,0.748,0.004297243475526735,0.8173333333333334,0.08653126116058574,0.0,0.09265542030334473
german_binary,1,correlation_remover,1,KNN,DP,0.728,0.015721622471439045,0.82,0.0692503542585915,0.1111111111111111,0.05826401710510254
german_binary,1,correlation_remover,1,KNN,DP,0.732,0.020647730845823276,0.824,0.0676029078006013,0.2222222222222222,0.06163954734802246
german_binary,1,correlation_remover,1,KNN,DP,0.728,0.0006288648988574952,0.8226666666666667,0.051969447356597254,0.3333333333333333,0.061018943786621094
german_binary,1,correlation_remover,1,KNN,DP,0.72,0.026831569017922607,0.8306666666666667,0.08118570062556885,0.4444444444444444,0.05603671073913574
german_binary,1,correlation_remover,1,KNN,DP,0.728,0.026831569017922607,0.8226666666666667,0.021946751765532735,0.5555555555555556,0.056478023529052734
german_binary,1,correlation_remover,1,KNN,DP,0.724,0.04810816476260349,0.8266666666666667,0.04827133327957056,0.6666666666666666,0.07187819480895996
