dataset,epsilon,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,acc_tr_post,disc_tr_post,acc_te_post,disc_te_post
5,0.65,3,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.7,1,78.02,0.068663,78.019,0.066955,78.02,0.068663,78.019,0.066955
5,0.7,2,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.7,3,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.75,1,78.02,0.068663,78.019,0.066955,78.02,0.068663,78.019,0.066955
5,0.75,2,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.75,3,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.8,1,78.02,0.068663,78.019,0.066955,78.02,0.068663,78.019,0.066955
5,0.8,2,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.8,3,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.85,1,78.02,0.068663,78.019,0.066955,78.02,0.068663,78.019,0.066955
5,0.85,2,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.85,3,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.9,1,78.02,0.068663,78.019,0.066955,78.02,0.068663,78.019,0.066955
5,0.9,2,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
5,0.9,3,80.881,0.18194,80.823,0.17584,80.881,0.18194,80.823,0.17584
