Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.9,10800,0.02779425322367186,0.8776367547094532,0.7226666666666667,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.744,0.1372879451746994,0.07122795191551518,0.06864397258734967,0.035613975957757615,0.744,0.1372879451746994,0.07122795191551518,0.06864397258734967,0.035613975957757615,"Any[Any[(1, :purpose, ""Any[2, 6, 7]""), (2, :credit_history, ""Any[5]""), (3, :chek_acc, ""Any[4]""), (4, :job, ""Any[1, 2]""), (5, :Credit_amo, 1.0), (6, :job, ""Any[1, 2]""), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
