Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.2,10800,0.19350189056882167,0.7097063984168204,0.7733333333333333,0.42364629598105813,0.06084278617744007,0.2118231479905291,0.030421393088720022,0.7712504972815276,0.4003642966787216,0.038432818155776205,0.20018214833936082,0.019216409077888075,0.7655555555555555,0.42304176235813507,0.024838903877455465,0.21152088117906753,0.012419451938727732,"Any[Any[(1, :capital, 1.0000000000000204), (2, :occupation, ""Any[1, 4, 10]""), (3, :education, ""Any[1, 2, 3, 4, 6]"")], Any[(1, 1.0), (2, 0.0), (3, -0.0), (4, 1.0)]]",
