Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.12,10800,0.19646880552000595,1.0,0.7774074074074074,0.3852405648728138,0.00489436698771923,0.19262028243640694,0.0024471834938595907,0.7602439994695663,0.4003642966787216,0.030336765799763563,0.20018214833936082,0.015168382899881802,0.7833333333333333,0.3829729911766687,0.00922745335758067,0.19148649558833436,0.004613726678790328,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[1, 3, 5, 7, 8, 10, 12, 14]""), (3, :workclass, ""Any[4]""), (4, :education, ""Any[1, 2, 3, 4, 6]""), (5, :race, ""Any[2, 3, 4]""), (6, :education, ""Any[1, 3, 4, 6]""), (7, :occupation, ""Any[5, 8, 11, 13, 14]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
