Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.92,10800,0.018424806201509762,0.7375239228803442,0.7766666666666666,0.37957532861476234,0.0006066734074823277,0.1897876643073812,0.00030333670374116384,0.7721787561331388,0.4003642966787216,0.04532396325899496,0.20018214833936082,0.022661981629497452,0.7730812013348165,0.38167216144377636,0.026500416386223885,0.19083608072188818,0.013250208193111929,"Any[Any[(1, :occupation, ""Any[4, 10, 11]""), (2, :education, ""Any[2, 5]""), (3, :workclass, ""Any[2]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
