Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.06,10800,0.25431003300330013,0.9398164502308233,0.7413333333333333,0.25508800880088006,0.18605610561056102,0.12754400440044,0.09302805280528048,0.696,0.43265132139812446,0.1969309462915601,0.21632566069906223,0.09846547314578002,0.696,0.43265132139812446,0.1969309462915601,0.21632566069906223,0.09846547314578002,"Any[Any[(1, :credit_history, ""Any[2, 3, 4]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :credit_history, ""Any[3, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
