Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.6,10800,0.09918191720933503,1.0,0.7559259259259259,0.3958333333333333,0.0025871459694989662,0.19791666666666669,0.0012935729847494415,0.7560005304336295,0.4003642966787216,0.012829020483262815,0.20018214833936082,0.006414510241631394,0.7522222222222222,0.39460784313725483,0.04166666666666671,0.19730392156862744,0.020833333333333343,"Any[Any[(1, :relationship, ""Any[1, 5, 6]""), (2, :workclass, ""Any[4]""), (3, :workclass, ""Any[2]""), (4, :native_country, ""Any[1]""), (5, :occupation, ""Any[3, 5, 6, 7, 8, 9, 12, 14]""), (6, :native_country, ""Any[]""), (7, :marital_status, ""Any[2]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
