Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.66,10800,0.08797233049348106,0.8911869382378576,0.7426666666666667,0.28925882246212464,0.0007257552390456251,0.14462941123106232,0.0003628776195228056,0.7,0.32965578111209176,0.11297440423654015,0.16482789055604585,0.056487202118270075,0.7,0.32965578111209176,0.11297440423654015,0.16482789055604585,0.056487202118270075,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :purpose, ""Any[2, 3, 5, 6, 7, 8, 9, 10]""), (3, :installment, ""Any[2, 3]""), (4, :Housing, ""Any[3]""), (5, :installment, ""Any[1]""), (6, :Housing, ""Any[2]""), (7, :purpose, ""Any[5, 6, 7, 9, 10]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
