Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.96,10800,0.010849962432739719,0.8746172608077167,0.732,0.3470403086607778,0.0001353775340982022,0.17352015433038892,6.76887670491011e-5,0.704,0.1372879451746994,0.1620042691832379,0.06864397258734967,0.08100213459161898,0.704,0.1372879451746994,0.1620042691832379,0.06864397258734967,0.08100213459161898,"Any[Any[(1, :job, ""Any[1, 4]""), (2, :purpose, ""Any[1, 2, 5, 8, 9, 10]""), (3, :property, ""Any[2, 4]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :present_employmment, ""Any[1, 4]""), (6, :chek_acc, ""Any[3, 4]""), (7, :installment, ""Any[3]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
