Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.32,10800,0.1620216305284014,1.0,0.7618518518518519,0.37957532861476234,0.00025278058645095136,0.1897876643073812,0.00012639029322547568,0.7597135658400742,0.4003642966787216,0.0387687093225446,0.20018214833936082,0.019384354661272297,0.7541713014460512,0.38167216144377636,0.007449320663023746,0.19083608072188818,0.0037246603315118816,"Any[Any[(1, :capital, 1.0000000000000324), (2, :hours_per_week, 2.0), (3, :relationship, ""Any[]""), (4, :occupation, ""Any[1, 5, 6, 7, 8, 12, 13]""), (5, :occupation, ""Any[1, 3, 5, 7, 8, 14]""), (6, :hours_per_week, 3.0), (7, :capital, 0.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
