Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.94,10800,0.014884403340217112,0.9008259756430022,0.7533333333333333,0.24934901679087723,8.979078746526592e-5,0.12467450839543859,4.489539373264684e-5,0.704,0.4619963369963369,0.012820512820512914,0.23099816849816845,0.0064102564102564985,0.704,0.4619963369963369,0.012820512820512914,0.23099816849816845,0.0064102564102564985,"Any[Any[(1, :purpose, ""Any[2, 4, 5, 10]""), (2, :purpose, ""Any[2, 5, 6, 8, 9]""), (3, :property, ""Any[2, 3, 4]""), (4, :Credit_amo, 2.9999999999999956), (5, :credit_history, ""Any[3, 4, 5]""), (6, :chek_acc, ""Any[1, 2]""), (7, :installment, ""Any[3]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
