Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.16,10800,0.20390635868250218,0.8920278356427882,0.7573333333333333,0.2749277082061267,0.00041474176564790244,0.1374638541030634,0.0002073708828239651,0.744,0.3714495335918666,0.19536736191174928,0.1857247667959333,0.09768368095587465,0.744,0.3714495335918666,0.19536736191174928,0.1857247667959333,0.09768368095587465,"Any[Any[(1, :credit_history, ""Any[2, 4]""), (2, :chek_acc, ""Any[1]""), (3, :month_duration, 2.9999999999999956), (4, :saving_amo, ""Any[2, 4, 5]""), (5, :purpose, ""Any[1, 2, 3, 4, 5, 6, 7, 9, 10]""), (6, :credit_history, ""Any[1]""), (7, :chek_acc, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
