Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.04,10800,0.20277008598815782,1.0,0.7896296296296297,0.3852405648728138,0.020363260815877485,0.19262028243640694,0.01018163040793875,0.772576581355258,0.4003642966787216,0.06845599994222606,0.20018214833936082,0.03422799997111303,0.7933333333333333,0.3829729911766687,0.019667272849733977,0.19148649558833436,0.009833636424866968,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[]""), (3, :education, ""Any[5]""), (4, :occupation, ""Any[]""), (5, :occupation, ""Any[1, 5, 6, 7, 8, 9, 11, 12, 14]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[10, 14]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
