Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.06,10800,0.185470430288731,1.0,0.8188888888888889,0.37957532861476234,0.25376643073811933,0.1897876643073812,0.12688321536905964,0.8134199708261504,0.4003642966787216,0.30342141984229326,0.20018214833936082,0.1517107099211466,0.8264738598442715,0.38167216144377636,0.26891705358263274,0.19083608072188818,0.13445852679131634,"Any[Any[(1, :occupation, ""Any[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 14]""), (2, :capital, 1.0000000000000027), (3, :capital, 2.9999999999999805), (4, :age_group, 5.0), (5, :capital, 0.0), (6, :relationship, ""Any[1, 6]""), (7, :capital, 2.999999999999977)], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
