Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.72,10800,0.06445838779953406,0.8679798826487237,0.7725925925925926,0.3958333333333333,0.001089324618736301,0.19791666666666669,0.0005446623093681852,0.7703222384299164,0.4003642966787216,0.0020909345493674014,0.20018214833936082,0.0010454672746837146,0.7655555555555555,0.39460784313725483,0.004084967320261423,0.19730392156862744,0.0020424836601307117,"Any[Any[(1, :relationship, ""Any[3, 6]""), (2, :occupation, ""Any[9, 10, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
