Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.42,10800,0.16164571774169165,0.8989789216058457,0.7213333333333334,0.28925882246212464,4.53597024403507e-5,0.14462941123106232,2.267985122017535e-5,0.748,0.32965578111209176,0.030008826125331012,0.16482789055604585,0.015004413062665534,0.748,0.32965578111209176,0.030008826125331012,0.16482789055604585,0.015004413062665534,"Any[Any[(1, :month_duration, 3.0), (2, :purpose, ""Any[1, 2, 3, 5, 6, 8, 9]""), (3, :chek_acc, ""Any[1, 2]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
