Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.02,10800,0.35743819475826305,1.0,0.6560812270468783,0.6351325494276616,1.0198898632399873,0.1671280276816609,0.26576620176866556,0.6461438755670771,0.6174482569699942,1.111747308537881,0.16784591194968557,0.34249213836477993,0.6571613739468568,0.6413296826496888,0.888295018667443,0.17042349726775963,0.25213980967239435,"Any[Any[(1, :priors_count, 2.0), (2, :age_cat, 0.9999999999999822), (3, :sex, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
