Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.34,10800,0.17498807480747994,0.9076372703945336,0.736,0.25508800880088006,0.002200220022002153,0.12754400440044,0.0011001100110010764,0.692,0.43265132139812446,0.014919011082693973,0.21632566069906223,0.007459505541347,0.692,0.43265132139812446,0.014919011082693973,0.21632566069906223,0.007459505541347,"Any[Any[(1, :guatan, ""Any[2]""), (2, :present_employmment, ""Any[1, 2]""), (3, :purpose, ""Any[1, 5, 7, 8]""), (4, :saving_amo, ""Any[2]""), (5, :chek_acc, ""Any[1, 2]""), (6, :chek_acc, ""Any[1]""), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
