Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.04,10800,0.36672767664369976,1.0,0.6498163750270036,0.6351325494276616,0.7637849167407722,0.1671280276816609,0.21141868512110729,0.644199611147116,0.6174482569699942,0.7769259645531628,0.16784591194968557,0.22113603724062791,0.6500324044069994,0.6413296826496888,0.7269053976270998,0.17042349726775963,0.2002942412778479,"Any[Any[(1, :priors_count, 2.0), (2, :c_charge_degree, ""Any[1]""), (3, :age_cat, 2.000000000000024)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
