Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.28,10800,0.18521078417436126,0.8677875897547487,0.744,0.3470403086607778,0.0031813720513080845,0.17352015433038892,0.0015906860256540423,0.748,0.1372879451746994,0.10380856083586107,0.06864397258734967,0.05190428041793049,0.748,0.1372879451746994,0.10380856083586107,0.06864397258734967,0.05190428041793049,"Any[Any[(1, :property, ""Any[2, 3]""), (2, :chek_acc, ""Any[1, 2]""), (3, :credit_history, ""Any[1, 2, 4]""), (4, :purpose, ""Any[2, 4, 5, 7, 8, 9, 10]""), (5, :existing_cards, 0.0), (6, :present_employmment, ""Any[1, 2, 4, 5]""), (7, :installment, ""Any[1, 3]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
