Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.02,10800,0.22324878047435387,1.0,0.7737037037037037,0.38817714806054604,0.07392050519917606,0.19408857403027302,0.03696025259958804,0.7802678689828935,0.4003642966787216,0.09137411262865733,0.20018214833936082,0.04568705631432865,0.7788888888888889,0.3847409384288505,0.02630991174668268,0.19237046921442524,0.013154955873341312,"Any[Any[(1, :capital, 1.107330248547998e-15), (2, :capital, 2.0), (3, :relationship, ""Any[2]""), (4, :hours_per_week, 0.0), (5, :hours_per_week, 3.9999999999999445), (6, :capital, 2.0), (7, :education, ""Any[5]"")], Any[(1, 1.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
