Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.8,10800,0.05006201550386713,0.7584959971753127,0.7566666666666667,0.37957532861476234,0.0017441860465116782,0.1897876643073812,0.0008720930232558183,0.748972284842859,0.4003642966787216,0.011715428124827024,0.20018214833936082,0.005857714062413491,0.7563959955506118,0.38167216144377636,0.06055282401122525,0.19083608072188818,0.030276412005612652,"Any[Any[(1, :occupation, ""Any[1, 2, 3, 4, 6, 12, 13]""), (2, :age_group, 4.0), (3, :education, ""Any[1, 3, 4, 6]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
