Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.48,10800,0.13452812671336656,0.8685392076629816,0.7426666666666667,0.3470403086607778,0.0014891528750804184,0.17352015433038892,0.0007445764375402231,0.74,0.1372879451746994,0.08403550162903044,0.06864397258734967,0.0420177508145152,0.74,0.1372879451746994,0.08403550162903044,0.06864397258734967,0.0420177508145152,"Any[Any[(1, :installment, ""Any[1, 2]""), (2, :present_employmment, ""Any[2, 3, 4, 5]""), (3, :chek_acc, ""Any[2, 3, 4]""), (4, :purpose, ""Any[1, 3, 8]""), (5, :property, ""Any[1, 4]""), (6, :credit_history, ""Any[1, 3, 4, 5]""), (7, :property, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
