Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.88,10800,0.034041657584582316,0.9076081129697176,0.7173333333333334,0.2749277082061267,0.00013824725521600217,0.1374638541030634,6.912362760802537e-5,0.68,0.3714495335918666,0.03982811026097896,0.1857247667959333,0.019914055130489494,0.68,0.3714495335918666,0.03982811026097896,0.1857247667959333,0.019914055130489494,"Any[Any[(1, :p_status, ""Any[1, 4]""), (2, :present_employmment, ""Any[2, 3, 5]""), (3, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
