Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,2,0.08,10800,0.24830194127682503,0.9196626444372666,0.732,0.24934901679087723,0.021774265960312428,0.12467450839543859,0.0108871329801562,0.724,0.4619963369963369,0.11172161172161174,0.23099816849816845,0.055860805860805884,0.724,0.4619963369963369,0.11172161172161174,0.23099816849816845,0.055860805860805884,"Any[Any[(1, :purpose, ""Any[5, 6, 7, 8, 9]""), (2, :chek_acc, ""Any[1]""), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
