Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.18,10800,0.20592341661709263,1.0,0.7592592592592593,0.42364629598105813,0.047311162351630395,0.2118231479905291,0.023655581175815163,0.7552048799893913,0.4003642966787216,0.0399821221806125,0.20018214833936082,0.019991061090306256,0.7588888888888888,0.42304176235813507,0.05926553546344408,0.21152088117906753,0.029632767731722003,"Any[Any[(1, :capital, 1.0000000000000084), (2, :capital, 0.9999999999999982), (3, :hours_per_week, 4.0), (4, :age_group, 0.9999999999999982), (5, :age_group, 0.0), (6, :relationship, ""Any[]""), (7, :hours_per_week, 0.99999999999973)], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, -0.0), (7, 0.0), (8, 0.0)]]",
