Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.44,10800,0.11370873577152896,0.6901146592245987,0.7977777777777778,0.3852405648728138,0.0010552075615725687,0.19262028243640694,0.0005276037807862566,0.7904787163506166,0.4003642966787216,0.005196924822485655,0.20018214833936082,0.0025984624112428134,0.7955555555555556,0.3829729911766687,0.026537347612312273,0.19148649558833436,0.013268673806156123,"Any[Any[(1, :education, ""Any[2, 5]""), (2, :marital_status, ""Any[1, 2, 5]""), (3, :relationship, ""Any[6]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
