Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.46,10800,0.13919981130363032,0.8907797103586024,0.744,0.28925882246212464,0.00208654631225616,0.14462941123106232,0.0010432731561280661,0.708,0.32965578111209176,0.1293027360988526,0.16482789055604585,0.06465136804942628,0.708,0.32965578111209176,0.1293027360988526,0.16482789055604585,0.06465136804942628,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :purpose, ""Any[2, 3, 4, 5, 6, 7, 8, 9, 10]""), (3, :installment, ""Any[1]""), (4, :no_people, -2.0), (5, :installment, ""Any[3]""), (6, :purpose, ""Any[2, 3, 4, 7, 8]""), (7, :Housing, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
