Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.1,10800,0.2279566102764809,0.8657246430065939,0.7533333333333333,0.3470403086607778,0.05956611500321521,0.17352015433038892,0.02978305750160759,0.748,0.1372879451746994,0.09796652061566108,0.06864397258734967,0.04898326030783051,0.748,0.1372879451746994,0.09796652061566108,0.06864397258734967,0.04898326030783051,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :credit_history, ""Any[1, 2, 3, 4]""), (3, :purpose, ""Any[1, 3, 8, 10]""), (4, :instalrate, 1.0), (5, :installment, ""Any[1]""), (6, :credit_history, ""Any[1, 2]""), (7, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, 1.0), (2, 0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
