Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.1,10800,0.18711190398466584,1.0,0.8185185185185185,0.38817714806054604,0.23778570651333533,0.19408857403027302,0.11889285325666768,0.8181938734915793,0.4003642966787216,0.286863092654126,0.20018214833936082,0.14343154632706298,0.8244444444444444,0.3847409384288505,0.2125639278166896,0.19237046921442524,0.10628196390834482,"Any[Any[(1, :relationship, ""Any[1, 6]""), (2, :education, ""Any[2, 5]""), (3, :workclass, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, -0.0)]]",
