Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.0,10800,0.32382804061352444,1.0,0.6761719593864766,0.6351325494276616,1.030388689327938,0.1671280276816609,0.278719723183391,0.6759559300064809,0.6174482569699942,1.1278559610846894,0.16784591194968557,0.30165094339622645,0.6830848995463383,0.6413296826496888,1.0709351222527062,0.17042349726775963,0.2859394703656999,"Any[Any[(1, :priors_count, 1.9999999999999938), (2, :priors_count, 1.0000000000000009), (3, :priors_count, 3.0), (4, :length_of_stay, 5.000000000000007), (5, :age_cat, 0.9999999999999947), (6, :age_cat, 1.9999999999999991), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
