Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.84,10800,0.04673768736041192,0.9161671867722636,0.7093333333333334,0.25508800880088006,0.00027502750275029686,0.12754400440044,0.0001375137513751623,0.756,0.43265132139812446,0.07416879795396422,0.21632566069906223,0.037084398976982125,0.756,0.43265132139812446,0.07416879795396422,0.21632566069906223,0.037084398976982125,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :purpose, ""Any[3, 6]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
