Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.96,10800,0.010656430209112605,0.9076522406074444,0.7346666666666667,0.24934901679087723,4.489539373252194e-5,0.12467450839543859,2.2447696866212397e-5,0.716,0.4619963369963369,0.09706959706959702,0.23099816849816845,0.04853479853479847,0.716,0.4619963369963369,0.09706959706959702,0.23099816849816845,0.04853479853479847,"Any[Any[(1, :property, ""Any[1]""), (2, :p_status, ""Any[1, 3]""), (3, :credit_history, ""Any[1, 2]""), (4, :present_employmment, ""Any[2, 3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :purpose, ""Any[2, 6]""), (7, :purpose, ""Any[2, 4, 5, 9]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
