Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.2,10800,0.20855005500550025,0.9060620766779849,0.74,0.25508800880088006,0.0027502750275027743,0.12754400440044,0.001375137513751401,0.724,0.43265132139812446,0.026001705029838007,0.21632566069906223,0.013000852514919004,0.724,0.43265132139812446,0.026001705029838007,0.21632566069906223,0.013000852514919004,"Any[Any[(1, :credit_history, ""Any[1, 2, 4]""), (2, :saving_amo, ""Any[2, 5]""), (3, :purpose, ""Any[1, 6, 7, 8]""), (4, :p_status, ""Any[2]""), (5, :chek_acc, ""Any[1, 2]""), (6, :chek_acc, ""Any[1]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
