Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.66,10800,0.08802942836835545,0.8686418474036789,0.7426666666666667,0.3470403086607778,0.0008122652045893519,0.17352015433038892,0.0004061326022947176,0.728,0.1372879451746994,0.020447140770699895,0.06864397258734967,0.010223570385349934,0.728,0.1372879451746994,0.020447140770699895,0.06864397258734967,0.010223570385349934,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :saving_amo, ""Any[2, 3, 4, 5]""), (3, :purpose, ""Any[2, 5, 6, 7, 9]""), (4, :purpose, ""Any[3, 6, 9]""), (5, :purpose, ""Any[1, 5, 6, 7, 8, 10]""), (6, :present_resident, -1.0), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
