Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.92,10800,0.021583718890789624,0.8956453221846659,0.7333333333333333,0.28925882246212464,0.0002721582146421181,0.14462941123106232,0.0001360791073210521,0.704,0.32965578111209176,0.015445719329214416,0.16482789055604585,0.0077228596646071734,0.704,0.32965578111209176,0.015445719329214416,0.16482789055604585,0.0077228596646071734,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :installment, ""Any[3]""), (3, :p_status, ""Any[1, 2, 4]""), (4, :no_people, -2.0), (5, :purpose, ""Any[1, 2, 7]""), (6, :month_duration, 3.000000000000044), (7, :saving_amo, ""Any[2, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
