Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.6,10800,0.11126336486324176,0.9119622208981804,0.7226666666666667,0.25508800880088006,0.0005500550055005937,0.12754400440044,0.0002750275027503246,0.704,0.43265132139812446,0.07246376811594196,0.21632566069906223,0.03623188405797095,0.704,0.43265132139812446,0.07246376811594196,0.21632566069906223,0.03623188405797095,"Any[Any[(1, :chek_acc, ""Any[2, 3, 4]""), (2, :credit_history, ""Any[2, 3, 4, 5]""), (3, :purpose, ""Any[2, 4, 9, 10]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
