Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.26,10800,0.1921659142198676,1.0,0.7426666666666667,0.24934901679087723,0.006689413666157787,0.12467450839543859,0.0033447068330788587,0.724,0.4619963369963369,0.0013736263736263687,0.23099816849816845,0.0006868131868131844,0.724,0.4619963369963369,0.0013736263736263687,0.23099816849816845,0.0006868131868131844,"Any[Any[(1, :purpose, ""Any[1, 2, 3, 4, 5, 10]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :credit_history, ""Any[4]""), (4, :purpose, ""Any[1, 2, 4, 5, 6, 9, 10]""), (5, :chek_acc, ""Any[1, 2, 3]""), (6, :instalrate, 1.0), (7, :chek_acc, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, 0.0)]]",
