Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.06,10800,0.2096301742919361,0.8867052413603136,0.7851851851851852,0.3958333333333333,0.12840413943355128,0.19791666666666669,0.06420206971677561,0.7841135127967113,0.4003642966787216,0.09742143749543629,0.20018214833936082,0.04871071874771814,0.7733333333333333,0.39460784313725483,0.13112745098039225,0.19730392156862744,0.06556372549019607,"Any[Any[(1, :capital, 1.9999999999999962), (2, :education, ""Any[1, 2, 3, 4, 6]""), (3, :hours_per_week, 1.0000000000000246)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
