Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,2,0.1,10800,0.3904376429795011,1.0,0.6506804925469863,0.6351325494276616,0.7605008627178724,0.1671280276816609,0.1983193277310924,0.6416072585871678,0.6174482569699942,0.7870872384952481,0.16784591194968557,0.20978773584905663,0.6513285806869734,0.6413296826496888,0.7297295169390601,0.17042349726775963,0.18795975199663728,"Any[Any[(1, :priors_count, 2.0), (2, :sex, ""Any[2]""), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
