Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.46,10800,0.11582065512672923,0.7066307578332754,0.7855555555555556,0.3852405648728138,4.4902449428535496e-5,0.19262028243640694,2.245122471430938e-5,0.7655483357644874,0.4003642966787216,0.0469100179179401,0.20018214833936082,0.023455008958970083,0.7855555555555556,0.3829729911766687,0.032666531959318415,0.19148649558833436,0.016333265979659187,"Any[Any[(1, :education, ""Any[1, 2, 3, 5, 6]""), (2, :capital, 1.9999999999999962), (3, :relationship, ""Any[6]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
