Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.1,10800,0.20247772095305,1.0,0.7807407407407407,0.38817714806054604,0.051443876197184955,0.19408857403027302,0.025721938098592488,0.7818591698713698,0.4003642966787216,0.08332781003934243,0.20018214833936082,0.041663905019671224,0.7866666666666666,0.3847409384288505,0.05665164279455474,0.19237046921442524,0.028325821397277386,"Any[Any[(1, :capital, 2.0), (2, :capital, 2.0), (3, :age_group, 1.0000000000000069), (4, :fnlwgt, 3.0), (5, :capital, 2.0), (6, :capital, 2.0), (7, :occupation, ""Any[5, 6, 7, 8, 9, 14]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
