Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.22,10800,0.18040958605663296,0.9632644188967225,0.7759259259259259,0.3958333333333333,0.025599128540305,0.19791666666666669,0.012799564270152504,0.7793396101312823,0.4003642966787216,0.0698868674256983,0.20018214833936082,0.034943433712849165,0.7722222222222223,0.39460784313725483,0.019607843137254874,0.19730392156862744,0.009803921568627458,"Any[Any[(1, :marital_status, ""Any[3, 4]""), (2, :occupation, ""Any[9]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
