Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.32,10800,0.15908758169932935,0.7292895761778481,0.7677777777777778,0.3958333333333333,0.003676470588235295,0.19791666666666669,0.0018382352941176544,0.7687309375414402,0.4003642966787216,0.012523460625868149,0.20018214833936082,0.006261730312934061,0.7622222222222222,0.39460784313725483,0.007352941176470576,0.19730392156862744,0.003676470588235295,"Any[Any[(1, :occupation, ""Any[9]""), (2, :hours_per_week, 0.0), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
