Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.62,10800,0.09522133623119321,0.7197910426267579,0.7496296296296296,0.42364629598105813,0.00012999272659753973,0.2118231479905291,6.499636329872042e-5,0.7534809706935419,0.4003642966787216,0.006609657713580881,0.20018214833936082,0.0033048288567904824,0.7477777777777778,0.42304176235813507,0.0032553680126646456,0.21152088117906753,0.0016276840063323595,"Any[Any[(1, :capital, 2.0), (2, :race, ""Any[1, 2, 3, 4, 5]""), (3, :education, ""Any[1]"")], Any[(1, -0.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
