Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.56,10800,0.10333109120435274,1.0,0.7651851851851852,0.3852405648728138,2.245122471425387e-5,0.19262028243640694,1.1225612357140813e-5,0.7514918445829466,0.4003642966787216,0.00838765018210827,0.20018214833936082,0.004193825091054121,0.7488888888888889,0.3829729911766687,0.015087223008015155,0.19148649558833436,0.007543611504007536,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[1, 3, 4, 6, 7, 8, 9, 11, 12, 14]""), (3, :occupation, ""Any[4]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
