Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.4,10800,0.15541517835481664,0.9054592385218221,0.744,0.25508800880088006,0.004537953795379551,0.12754400440044,0.0022689768976897895,0.7,0.43265132139812446,0.02429667519181586,0.21632566069906223,0.012148337595907943,0.7,0.43265132139812446,0.02429667519181586,0.21632566069906223,0.012148337595907943,"Any[Any[(1, :purpose, ""Any[7, 10]""), (2, :chek_acc, ""Any[1, 2, 3]""), (3, :chek_acc, ""Any[1]""), (4, :Housing, ""Any[1, 3]""), (5, :present_employmment, ""Any[1, 2]""), (6, :purpose, ""Any[1, 5, 6, 8]""), (7, :purpose, ""Any[1, 2, 4, 5, 6, 8, 9]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
