Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.84,10800,0.03708912124797061,1.0,0.7703703703703704,0.42364629598105813,0.0004147386991442126,0.2118231479905291,0.0002073693495721063,0.7689961543561862,0.4003642966787216,0.009226013992523097,0.20018214833936082,0.004613006996261548,0.76,0.42304176235813507,0.052108185243818134,0.21152088117906753,0.02605409262190908,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[3, 4, 9, 11, 12]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
