Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.34,10800,0.13937895871205705,1.0,0.7892592592592592,0.3852405648728138,0.000853146539143701,0.19262028243640694,0.0004265732695718505,0.7703222384299164,0.4003642966787216,0.007857734925218782,0.20018214833936082,0.003928867462609439,0.7922222222222223,0.3829729911766687,0.04236546103589958,0.19148649558833436,0.02118273051794975,"Any[Any[(1, :occupation, ""Any[4, 5, 7, 8, 10, 11, 12, 13, 14]""), (2, :capital, 2.0), (3, :relationship, ""Any[6]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
