Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,2,0.14,10800,0.3821375187531182,1.0,0.5672931518686541,0.6351325494276616,0.0714973525726352,0.1671280276816609,0.021817941836420385,0.5690213869086196,0.6174482569699942,0.11665833003571813,0.16784591194968557,0.041155660377358516,0.5742060920285159,0.6413296826496888,0.10212836958510266,0.17042349726775963,0.029341382768515945,"Any[Any[(1, :priors_count, 2.0), (2, :sex, ""Any[1, 2]""), (3, :age_cat, 1.0)], Any[(1, -0.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
