Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.06,10800,0.20131674365260976,1.0,0.7925925925925926,0.38817714806054604,0.10589634482745457,0.19408857403027302,0.052948172413727276,0.7865004641294258,0.4003642966787216,0.11670348416874156,0.20018214833936082,0.058351742084370786,0.8011111111111111,0.3847409384288505,0.1353522973924896,0.19237046921442524,0.06767614869624479,"Any[Any[(1, :capital, 1.9999999999999991), (2, :capital, 1.0000000000000009), (3, :occupation, ""Any[6, 9]""), (4, :occupation, ""Any[1, 4, 5, 10, 11, 13]""), (5, :hours_per_week, 3.000000000000001), (6, :hours_per_week, 0.0), (7, :age_group, 1.0000000000000062)], Any[(1, 1.0), (2, 0.0), (3, -0.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 0.0), (8, 1.0)]]",
