Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.28,10800,0.32756966947504884,1.0,0.5450421257290992,0.6351325494276616,0.0,0.1671280276816609,0.0,0.5443940375891121,0.6174482569699942,0.0,0.16784591194968557,0.0,0.5443940375891121,0.6413296826496888,0.0,0.17042349726775963,0.0,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :c_charge_degree, ""Any[]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0)]]",
