Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.0,10800,0.1711111111111112,1.0,0.8288888888888889,0.38817714806054604,0.33804666754480905,0.19408857403027302,0.16902333377240458,0.8132873624187773,0.4003642966787216,0.3762467331655215,0.20018214833936082,0.18812336658276074,0.8388888888888889,0.3847409384288505,0.31900624817451373,0.19237046921442524,0.1595031240872568,"Any[Any[(1, :capital, 1.9999999999999964), (2, :education, ""Any[2, 5]""), (3, :hours_per_week, 1.9999999999999947), (4, :relationship, ""Any[2, 3, 4, 5]""), (5, :capital, 1.0000000000000293), (6, :relationship, ""Any[2, 3, 4, 5]""), (7, :capital, 1.9999999999999947)], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, 0.0), (5, 0.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
