Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.2,10800,0.189660262891808,1.0,0.78,0.37957532861476234,0.06830131445904947,0.1897876643073812,0.03415065722952476,0.7770852672059408,0.4003642966787216,0.10006026141095158,0.20018214833936082,0.05003013070547578,0.7775305895439377,0.38167216144377636,0.1244139221300722,0.19083608072188818,0.06220696106503611,"Any[Any[(1, :capital, 1.9999999999999964), (2, :capital, 2.999999999999994), (3, :occupation, ""Any[1, 4, 10, 12, 13]""), (4, :capital, 1.0000000000000218), (5, :capital, 2.9999999999999956), (6, :capital, 2.999999999999994), (7, :occupation, ""Any[1, 2, 5, 6, 7, 8, 9, 11, 13]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
