Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.36,10800,0.17201504950494814,0.9088881623681657,0.732,0.25508800880088006,0.0013751375137513733,0.12754400440044,0.0006875687568757005,0.74,0.43265132139812446,0.0963341858482523,0.21632566069906223,0.04816709292412613,0.74,0.43265132139812446,0.0963341858482523,0.21632566069906223,0.04816709292412613,"Any[Any[(1, :job, ""Any[4]""), (2, :present_employmment, ""Any[3, 5]""), (3, :purpose, ""Any[1, 2, 6, 7, 8, 9]""), (4, :purpose, ""Any[1, 2, 5, 10]""), (5, :credit_history, ""Any[1]""), (6, :chek_acc, ""Any[1]""), (7, :credit_history, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
