Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.42,10800,0.15045246821272823,0.8989603188768095,0.7413333333333333,0.2749277082061267,0.001013813204917044,0.1374638541030634,0.0005069066024585567,0.712,0.3714495335918666,0.0004192432659051032,0.1857247667959333,0.0002096216329525724,0.712,0.3714495335918666,0.0004192432659051032,0.1857247667959333,0.0002096216329525724,"Any[Any[(1, :guatan, ""Any[2, 3]""), (2, :present_employmment, ""Any[1, 4, 5]""), (3, :purpose, ""Any[2, 5, 6, 9]""), (4, :Housing, ""Any[1]""), (5, :property, ""Any[3]""), (6, :Credit_amo, 0.0), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
