Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.34,10800,0.15587440736994318,0.7440401845674869,0.7640740740740741,0.37957532861476234,0.0004802831142567826,0.1897876643073812,0.00024014155712841212,0.7743004906511073,0.4003642966787216,0.009091529139321,0.20018214833936082,0.004545764569660507,0.7575083426028921,0.38167216144377636,0.0005133528787688579,0.19083608072188818,0.00025667643938442897,"Any[Any[(1, :relationship, ""Any[3, 5]""), (2, :occupation, ""Any[1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
