Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,3,0.06,10800,0.3682494389485233,1.0,0.6534888744869303,0.6351325494276616,0.7088163494372626,0.1671280276816609,0.20264458724666334,0.6532728451069345,0.6174482569699942,0.7087636818932099,0.16784591194968557,0.17915119100678456,0.6565132858068697,0.6413296826496888,0.7449632610455492,0.17042349726775963,0.20523329129886503,"Any[Any[(1, :length_of_stay, 4.000000000000027), (2, :priors_count, 2.0), (3, :length_of_stay, 5.0), (4, :priors_count, 0.9999999999999947), (5, :age_cat, 2.0), (6, :sex, ""Any[1]""), (7, :age_cat, 2.0)], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
