Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.16,10800,0.18732432002820093,1.0,0.7770370370370371,0.38817714806054604,0.00022144462070922133,0.19408857403027302,0.00011072231035463842,0.777615700835433,0.4003642966787216,0.06112545206088412,0.20018214833936082,0.030562726030442043,0.7777777777777778,0.3847409384288505,0.03752340917811586,0.19237046921442524,0.01876170458905796,"Any[Any[(1, :capital, 1.9999999999999947), (2, :fnlwgt, 3.0000000000000027), (3, :fnlwgt, 3.9999999999999933), (4, :fnlwgt, 3.999999999999986), (5, :relationship, ""Any[1, 2, 3, 4, 5]""), (6, :occupation, ""Any[3, 4, 7, 8, 10, 11, 12, 13]""), (7, :marital_status, ""Any[]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
